institution name,"DRVGR2022.Graduation rate, total cohort",HD2022.Degree of urbanization (Urban-centric locale),"EF2022D.Full-time retention rate, 2022",American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Other Pacific Islander,White,Two or more races,Race/ethnicity unknown,U.S. Nonresident,EF2022A.Grand total,Cluster
University of California-Irvine,87.0,City: Large,91.0,0.1224364860728497,34.03734312825222,2.228900576008014,24.055986865904224,0.1474803127695689,15.440910482232798,5.275899490775523,1.7029802153769096,16.988062442607895,35937,5
University of California-Los Angeles,92.0,City: Large,97.0,0.2132242084858927,26.19857850527676,3.620503984492785,20.01507645918587,0.1572259315097997,26.573336205039844,6.226577643764808,2.8451432263622656,14.150333835881971,46430,5
University of California-Riverside,76.0,City: Large,87.0,0.1342832630832929,33.104554440672906,3.215338132716625,35.682047073743895,0.1976948039837368,12.395091200716177,4.528330038419933,1.4472751687866017,9.295385877876832,26809,5
University of California-San Diego,88.0,City: Large,93.0,0.0999857163262391,30.012379183926107,1.7021377898395469,20.6827596057706,0.0928438794457934,19.35913917059468,5.477788887301814,2.1330286149597675,20.43993715183545,42006,5
University of California-Santa Barbara,86.0,Suburb: Midsize,92.0,0.1514004542013626,17.846328538985617,2.0552611657834974,23.58440575321726,0.1021953065859197,31.86222558667676,7.778198334595003,2.3959121877365632,14.224072672218016,26420,5
University of California-Santa Cruz,77.0,City: Small,88.0,0.1026799466064277,21.79895266454461,1.837971044255057,26.55303419242222,0.1386179279186774,32.28257521306089,7.937159872676866,2.0433309374679123,7.305678201047336,19478,4
California State University Maritime Academy,63.0,City: Midsize,73.0,0.7067137809187279,10.71849234393404,2.591283863368669,22.37926972909305,0.8244994110718492,46.996466431095406,9.77620730270907,5.535924617196701,0.4711425206124852,849,4
California State Polytechnic University-Humboldt,46.0,Town: Remote,74.0,1.8091286307053944,2.8381742738589213,2.970954356846473,29.925311203319502,0.2987551867219917,50.32365145228216,6.655601659751037,4.597510373443983,0.5809128630705395,6025,3
San Diego State University,78.0,City: Large,89.0,0.2245869204855355,12.718571199401104,3.924923800866264,34.69333190738463,0.2967755734987433,34.12116999090958,6.61996684669269,3.0960911181220254,4.304582642639431,37402,3
San Francisco State University,55.0,City: Large,85.0,0.1503045645123012,23.854916541412862,5.822324183213353,36.53587532631912,0.5814413416660075,17.30875721857448,5.185507475674393,5.327901273633415,5.232972074994067,25282,3
San Jose State University,68.0,City: Large,85.0,0.1286677295739979,34.41582053648849,3.303404100584599,28.371234371066546,0.411177309725602,16.598137115045734,4.623646890996056,3.613884926295768,8.53402702022321,35751,5
Sonoma State University,60.0,Suburb: Large,76.0,0.3766762091306313,4.836522525237306,2.787403947566672,39.59620310381196,0.4068103058610818,42.03706493897845,5.469338556576767,3.887298478228115,0.6026819346090101,6637,3
