institution name,American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Other Pacific Islander,White,Two or more races,Race/ethnicity unknown,U.S. Nonresident,EF2022A.Grand total,Cluster
Occidental College,0.0,13.439752832131823,3.964984552008239,16.580844490216272,0.0,48.66117404737384,11.277033985581875,1.3388259526261586,4.737384140061792,1942,4
Otis College of Art and Design,0.1524390243902439,16.08231707317073,6.63109756097561,19.740853658536587,0.0,22.408536585365855,6.783536585365854,1.4481707317073171,26.753048780487802,1312,5
Hope International University,0.7168458781362007,7.078853046594983,7.258064516129033,23.02867383512545,1.2544802867383513,37.007168458781365,12.455197132616487,8.422939068100359,2.7777777777777777,1116,4
Pacific Oaks College,0.18726591760299627,4.49438202247191,14.138576779026218,49.62546816479401,0.37453183520599254,20.037453183520597,4.681647940074907,6.086142322097379,0.37453183520599254,1068,3
Pacific States University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17,5
Pacific Union College,0.11494252873563218,22.988505747126435,5.862068965517241,27.011494252873565,0.5747126436781609,19.080459770114942,8.96551724137931,13.67816091954023,1.7241379310344827,870,4
University of the Pacific,0.14338059582603155,34.63437948064362,3.4889278317667674,21.124741118368647,0.47793531942010514,22.12840528915087,5.257288513621156,2.1029154054484627,10.642026445754341,6277,5
Pepperdine University,0.36889332003988035,11.525423728813559,8.464606181455633,19.88035892323031,0.32901296111665,42.85144566301097,5.194416749750748,3.4097706879361915,7.976071784646062,10030,1
Pitzer College,0.49504950495049505,12.046204620462046,4.62046204620462,13.2013201320132,0.49504950495049505,48.67986798679868,9.570957095709572,3.7128712871287126,7.1782178217821775,1212,4
Platt College-San Diego,0.0,14.492753623188406,24.637681159420293,26.08695652173913,1.4492753623188406,24.637681159420293,4.3478260869565215,4.3478260869565215,0.0,69,3
Point Loma Nazarene University,0.3241491085899514,6.922898819171104,2.6626533919888864,29.150266265339198,0.5093771706413521,49.64112062977541,7.31650845103033,2.338504283398935,1.1345218800648298,4319,4
Pomona College,0.2331002331002331,17.424242424242426,9.965034965034965,15.792540792540793,0.4662004662004662,31.41025641025641,8.391608391608392,4.020979020979021,12.296037296037296,1716,4
University of Redlands,0.6069364161849711,5.867052023121387,5.346820809248555,42.54335260115607,0.6936416184971098,35.115606936416185,4.913294797687861,1.8786127167630058,3.0346820809248554,3460,3
San Diego State University,0.22458692048553555,12.718571199401103,3.9249238008662637,34.69333190738463,0.29677557349874334,34.12116999090958,6.61996684669269,3.0960911181220254,4.304582642639431,37402,3
University of San Diego,0.238230289279637,8.837209302325581,4.537719795802609,23.3011911514464,0.24957458876914349,45.58139534883721,6.5229722064662505,4.299489506522972,6.432217810550199,8815,4
San Francisco Conservatory of Music,0.0,7.093821510297483,2.745995423340961,9.839816933638444,0.0,36.15560640732266,6.636155606407322,2.059496567505721,35.46910755148742,437,5
San Francisco State University,0.15030456451230126,23.854916541412862,5.822324183213353,36.53587532631912,0.5814413416660075,17.30875721857448,5.185507475674393,5.327901273633415,5.232972074994067,25282,3
University of San Francisco,0.20644095788604458,22.027250206440957,7.122213047068539,21.222130470685386,0.3509496284062758,26.001238645747314,8.319570602807596,1.259289843104872,13.490916597853014,9688,5
William Jessup University,0.8004926108374385,3.633004926108374,6.958128078817734,21.85960591133005,1.1699507389162562,43.96551724137931,4.248768472906404,5.972906403940887,11.391625615763546,1624,1
San Jose State University,0.12866772957399794,34.41582053648849,3.303404100584599,28.371234371066546,0.41117730972560207,16.598137115045734,4.623646890996056,3.6138849262957677,8.53402702022321,35751,5
Santa Clara University,0.043582479843103074,20.527348006101548,2.9091305295271304,17.847025495750707,0.1743299193724123,34.69165395511005,7.724994552190019,1.8631510132926563,14.218784048812378,9178,5
Scripps College,0.0,12.738853503184714,4.003639672429482,13.011828935395814,0.0,53.68516833484986,11.191992720655142,1.6378525932666061,3.7306642402183803,1099,4
Shasta Bible College and Graduate School,0.0,0.0,9.090909090909092,15.151515151515152,0.0,75.75757575757575,0.0,0.0,0.0,33,1
Simpson University,1.8306636155606408,6.064073226544623,2.517162471395881,22.19679633867277,0.5720823798627002,49.54233409610984,5.491990846681922,2.1739130434782608,9.610983981693364,874,1
