institution name,"DRVGR2022.Graduation rate, total cohort",HD2022.Degree of urbanization (Urban-centric locale),"EF2022D.Full-time retention rate, 2022",American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Other Pacific Islander,White,Two or more races,Race/ethnicity unknown,U.S. Nonresident,EF2022A.Grand total
Point Loma Nazarene University,76.0,City: Large,85.0,0.3241491085899514,6.922898819171104,2.6626533919888864,29.1502662653392,0.5093771706413521,49.64112062977541,7.31650845103033,2.338504283398935,1.1345218800648298,4319
Pomona College,95.0,Suburb: Large,96.0,0.2331002331002331,17.424242424242426,9.965034965034963,15.792540792540793,0.4662004662004662,31.41025641025641,8.391608391608392,4.020979020979021,12.296037296037296,1716
University of Redlands,67.0,City: Small,80.0,0.6069364161849711,5.867052023121387,5.346820809248555,42.54335260115607,0.6936416184971098,35.115606936416185,4.913294797687861,1.8786127167630056,3.034682080924856,3460
University of San Diego,83.0,City: Large,90.0,0.238230289279637,8.837209302325581,4.537719795802609,23.3011911514464,0.2495745887691434,45.58139534883721,6.5229722064662505,4.299489506522972,6.432217810550199,8815
University of San Francisco,74.0,City: Large,81.0,0.2064409578860445,22.02725020644096,7.122213047068539,21.222130470685386,0.3509496284062758,26.001238645747318,8.319570602807596,1.259289843104872,13.490916597853014,9688
William Jessup University,52.0,Rural: Fringe,67.0,0.8004926108374385,3.633004926108374,6.958128078817734,21.85960591133005,1.1699507389162562,43.96551724137931,4.248768472906404,5.972906403940887,11.391625615763546,1624
Santa Clara University,89.0,City: Midsize,92.0,0.043582479843103,20.527348006101548,2.9091305295271304,17.847025495750707,0.1743299193724123,34.69165395511005,7.724994552190019,1.8631510132926563,14.218784048812378,9178
Scripps College,84.0,Suburb: Large,91.0,0.0,12.738853503184714,4.003639672429482,13.011828935395814,0.0,53.68516833484986,11.191992720655142,1.637852593266606,3.73066424021838,1099
Saint Mary's College of California,72.0,Suburb: Large,86.0,0.9041591320072332,13.851717902350812,7.377938517179023,26.98010849909584,2.061482820976492,36.63652802893309,0.0,9.439421338155515,2.748643761301989,2765
Vanguard University of Southern California,60.0,City: Midsize,72.0,0.3102836879432624,5.097517730496453,4.476950354609929,45.83333333333333,0.4432624113475177,32.57978723404255,2.792553191489361,8.289007092198581,0.1773049645390071,2256
University of Southern California,92.0,City: Large,97.0,0.1675349882521197,19.39932577382777,5.888241904178159,15.370313617325571,0.2206558381857186,24.817652467054856,3.9820206354070895,3.4794156706507304,26.674839105117996,48945
Westmont College,74.0,Suburb: Midsize,86.0,0.233644859813084,6.931464174454828,2.0249221183800623,23.13084112149533,0.233644859813084,52.25856697819314,6.697819314641744,6.775700934579438,1.7133956386292832,1284
Whittier College,66.0,Suburb: Large,70.0,0.0,6.62751677852349,4.865771812080537,44.37919463087248,0.4194630872483221,26.174496644295303,6.375838926174497,4.026845637583892,7.130872483221476,1192
Colorado Christian University,61.0,City: Midsize,83.0,0.7028112449799196,3.369031682284694,11.81392235609103,13.57652833556448,0.35698348951361,63.53190539937528,3.4024988844265955,3.235162873717091,0.0111557340473003,8964
Colorado College,86.0,City: Large,91.0,0.3631411711302769,4.584657285519746,3.041307308216069,10.939627780299592,0.1815705855651384,66.81797548797095,6.899682251475261,1.0440308669995462,6.128007262823423,2203
University of Denver,77.0,City: Large,88.0,0.5024027959807776,4.339595165283239,4.5361875637105,13.630406290956753,0.109217999126256,64.84636668122906,5.133245958934032,2.0460171836318626,4.856560361147517,13734
Naropa University,31.0,City: Midsize,59.0,0.2816901408450704,2.8169014084507045,1.784037558685446,8.92018779342723,0.1877934272300469,73.05164319248826,5.446009389671361,5.258215962441314,2.2535211267605635,1065
Regis University,67.0,City: Large,72.0,0.4927163667523565,5.805484147386461,5.355612682090831,21.44387317909169,0.2356469580119966,56.06255355612683,4.370179948586118,3.984575835475578,2.249357326478149,4668
Albertus Magnus College,50.0,City: Midsize,70.0,0.1568627450980392,1.4901960784313726,30.19607843137255,22.19607843137255,0.1568627450980392,36.3921568627451,3.607843137254902,2.823529411764706,2.980392156862745,1275
University of Bridgeport,47.0,City: Midsize,68.0,0.526579739217653,3.5857572718154462,21.84052156469408,16.574724172517552,0.0,27.35707121364092,0.6519558676028084,2.657973921765296,26.80541624874624,3988
Connecticut College,84.0,City: Small,87.0,0.0,3.4394250513347027,4.363449691991787,11.704312114989731,0.0513347022587269,67.29979466119097,3.285420944558522,2.1560574948665296,7.7002053388090355,1948
Fairfield University,84.0,Suburb: Large,91.0,0.0332281109818906,2.3425818242232928,2.126599102841004,7.443096859943512,0.0166140554909453,77.03937531151354,1.8275461040039875,6.5957800299053,2.5751786010965274,6019
University of Hartford,57.0,City: Midsize,74.0,0.314026517794836,4.727843684577809,14.480111653872992,13.189113747383113,0.104675505931612,53.21004884856944,2.0237264480111654,4.989532449406839,6.960921144452198,5732
University of New Haven,62.0,Suburb: Large,74.0,0.2494613901802925,2.744075291983218,8.73114865631024,12.677174282798504,0.0113391540991042,41.18380768794648,1.0205238689193783,2.8914842952715727,30.490985372491213,8819
Quinnipiac University,77.0,Suburb: Large,88.0,0.0796540737369139,4.506144742831133,4.494765589440146,9.83158852981338,0.0341374601729631,72.33727810650888,2.446517979062358,4.540282203004097,1.729631315430132,8788
Sacred Heart University,73.0,Suburb: Large,85.0,0.0466374405372633,1.85617013338308,4.122749743494078,10.29754687062774,0.0279824643223579,64.65814756086186,2.080029847961944,3.217983397071169,13.69275254174051,10721
University of Saint Joseph,61.0,Suburb: Large,78.0,0.1004016064257028,5.522088353413655,11.947791164658634,15.210843373493976,0.0,61.84738955823293,2.7610441767068274,1.5562248995983934,1.0542168674698795,1992
Trinity College,84.0,City: Midsize,90.0,0.1814058956916099,4.126984126984127,6.167800453514739,8.662131519274377,0.0453514739229024,60.22675736961452,4.217687074829931,2.7664399092970524,13.60544217687075,2205
Wesleyan University,93.0,City: Small,95.0,0.0307408545957577,8.79188441438672,5.625576391023671,10.790039963110974,0.0614817091915155,53.64279126959729,7.039655702428528,2.766676913618199,11.251152782047342,3253
Yale University,98.0,City: Midsize,98.0,0.284244721169464,16.79750947482404,6.876015159718463,11.46453708716838,0.142122360584732,35.63210611802924,5.380346507850568,1.2249593936112615,22.198159177043856,14776
Goldey-Beacom College,67.0,Suburb: Large,72.0,0.0988142292490118,2.075098814229249,17.885375494071145,11.067193675889328,0.0988142292490118,31.12648221343873,4.150197628458498,5.0395256916996045,28.458498023715418,1012
Wilmington University,20.0,Suburb: Large,56.0,0.4208273894436519,3.152639087018545,20.85592011412268,11.947218259629102,0.1355206847360913,48.60912981455064,3.6019971469329533,2.810271041369472,8.466476462196862,14020
American University,79.0,City: Large,86.0,0.0936262153402952,6.186532229024127,9.564277997839394,11.544832553114873,0.0792221822110191,50.93266114512064,4.501260352898812,6.344976593446165,10.75261073100468,13885
The Catholic University of America,76.0,City: Large,88.0,0.1207729468599033,3.3816425120772946,8.071658615136876,12.84219001610306,0.0805152979066022,59.0780998389694,4.891304347826087,3.4420289855072466,8.091787439613526,4968
Gallaudet University,44.0,City: Large,73.0,0.6051437216338881,5.219364599092285,15.658093797276852,18.683812405446293,0.6051437216338881,46.14220877458396,2.1936459909228443,4.9167927382753405,5.975794251134644,1322
George Washington University,85.0,City: Large,90.0,0.1503527506842977,12.317359959905932,10.054358302170478,10.17772466170631,0.123366359535834,45.83060256756236,3.9207371139982263,4.541424110412891,12.884074174023672,25939
Georgetown University,96.0,City: Large,97.0,0.1048417842165459,11.446816622188337,6.600266869996188,8.244376667937477,0.1239039268013724,44.166984369043085,3.9982844071673656,8.673274876096073,16.641250476553566,20984
Howard University,70.0,City: Large,88.0,0.9079621294428062,3.437839515753531,66.59164985255316,6.340214185938227,0.1396864814527394,1.094210771379792,4.5087692068912,12.276889647679653,4.702778208908893,12886
Trinity Washington University,38.0,City: Large,69.0,0.1055408970976253,1.2137203166226913,53.61477572559367,28.49604221635884,0.0,4.063324538258575,2.1108179419525066,9.604221635883906,0.79155672823219,1895
Barry University,39.0,Suburb: Large,56.0,0.2443230813452141,4.0528887611382585,27.004886461626903,32.50934176487497,0.1293475136533486,24.31733256682955,2.759413624604772,3.4348950847944817,5.54757114113251,6958
Bethune-Cookman University,35.0,City: Small,51.0,0.1833516685001833,0.0733406674000733,79.83131646497984,5.83058305830583,0.0,0.7334066740007334,2.566923359002567,7.774110744407774,3.0069673634030067,2727
Lynn University,52.0,City: Small,74.0,0.2272727272727272,1.619318181818182,11.392045454545457,18.380681818181817,0.0568181818181818,44.91477272727273,2.784090909090909,4.886363636363637,15.738636363636363,3520
Eckerd College,68.0,City: Large,77.0,0.2007024586051179,2.0572002007024586,2.458605117912694,9.131961866532864,0.1003512293025589,75.96588058203713,5.720020070245861,0.3010536879076769,4.064224786753638,1993
Edward Waters University,30.0,City: Large,59.0,0.2540220152413209,0.5080440304826418,85.01270110076207,3.4716342082980525,0.2540220152413209,4.657070279424217,3.3869602032176123,2.3708721422523285,0.0846740050804403,1181
Embry-Riddle Aeronautical University-Daytona Beach,63.0,City: Small,82.0,0.1844481118338025,3.7472090088340937,4.465585865449957,29.560236870206776,0.1262013396757596,44.29667022619163,3.786040190272789,2.766721677507038,11.066886710028152,10301
Flagler College,57.0,Suburb: Small,69.0,0.1906214258482653,1.0293556995806328,3.431185665268776,12.276019824628287,0.1906214258482653,72.24552039649257,3.545558520777736,4.384292794510103,2.706824247045368,2623
AdventHealth University,55.0,City: Large,67.0,0.062111801242236,5.962732919254658,14.844720496894409,32.98136645962733,0.3105590062111801,31.5527950310559,3.9751552795031055,7.329192546583851,2.981366459627329,1610
Florida Institute of Technology,67.0,City: Small,75.0,0.2525556223692122,2.6097414311485267,6.578472639807577,15.935057125676488,0.1803968731208659,46.590499098015634,2.814191220685508,5.544197233914612,19.494888755261574,8315
Florida Memorial University,35.0,Suburb: Large,54.0,0.1759014951627089,0.0879507475813544,74.49428320140721,7.827616534740544,0.0,1.4072119613016711,0.3518029903254178,2.198768689533861,13.456464379947231,1137
Florida Southern College,68.0,City: Midsize,77.0,0.4876562023773239,2.43828101188662,7.131971959768363,14.446814995428223,0.1219140505943309,68.24138982017678,2.5906735751295336,0.6400487656202377,3.901249619018592,3281
Jacksonville University,53.0,City: Large,63.0,0.3127443315089914,3.1013812874641644,16.810007818608288,12.978889757623143,0.2866823038832421,52.61923377638781,3.9353661714881416,3.674745895230649,6.280948657805577,3837
University of Miami,84.0,City: Small,92.0,0.1133903721265848,4.628388825894238,8.88052778064117,24.564477888877438,0.1546232347180703,41.72765694258324,3.5666426141634884,4.210906092155448,12.153386248840324,19402
Nova Southeastern University,62.0,Suburb: Large,78.0,0.1002482337215963,9.604735535611992,16.416841703265227,31.89803322512889,0.1002482337215963,30.375214817643688,3.0599579912163453,4.258163070460188,4.186557189230475,20948
Palm Beach Atlantic University,56.0,City: Midsize,76.0,0.2612330198537095,2.0637408568443054,9.32601880877743,17.972831765935215,0.1044932079414838,53.47439916405433,2.2988505747126435,7.079414838035528,7.41901776384535,3828
Ringling College of Art and Design,77.0,City: Small,84.0,0.2346041055718475,9.853372434017595,3.225806451612903,14.193548387096774,0.2346041055718475,43.87096774193549,4.926686217008798,2.404692082111437,21.05571847507332,1705
Rollins College,78.0,Suburb: Large,86.0,0.1980851766259491,3.598547375371409,6.338725652030373,17.629580719709477,0.1320567844172994,57.34565863321228,3.961703532518983,1.914823374050842,8.880818752063387,3029
Saint Leo University,49.0,Suburb: Small,54.0,0.3222026947861746,1.718414372192931,20.74790080062488,14.489357547354032,0.0781097441905877,28.978715094708065,1.845342706502636,24.965826986916618,6.854130052724078,10242
St. Thomas University,43.0,Suburb: Large,53.0,0.1569858712715855,1.098901098901099,20.62794348508634,46.60910518053375,0.141287284144427,12.653061224489797,1.9780219780219777,10.21978021978022,6.5149136577708,6370
Stetson University,64.0,City: Small,68.0,0.3309572301425661,2.3421588594704685,9.85234215885947,18.406313645621186,0.1018329938900203,56.87372708757638,4.557026476578412,2.189409368635438,5.346232179226069,3928
Southeastern University,43.0,City: Midsize,67.0,0.6969334926324173,2.100756670649144,11.479490242931105,21.575069693349263,0.368379131819992,54.90840302668259,3.405017921146954,3.0665073675826364,2.399442453205894,10044
The University of Tampa,66.0,City: Large,81.0,0.1135718341851221,1.6846488737459775,3.1137611205754303,12.303615370054894,0.0662502366079878,66.23130796895703,3.2462615937914068,5.981449933749763,7.259133068332386,10566
Webber International University,33.0,Town: Fringe,67.0,0.529567519858782,0.706090026478376,31.77405119152692,8.384819064430715,0.7943512797881729,40.42365401588703,2.206531332744925,5.648720211827008,9.532215357458076,1133
Agnes Scott College,77.0,Suburb: Large,79.0,0.0897666068222621,6.014362657091562,35.18850987432675,12.567324955116696,0.2692998204667863,34.47037701974865,5.475763016157989,2.423698384201077,3.500897666068223,1114
Point University,26.0,Town: Distant,69.0,0.4962779156327543,1.6377171215880892,23.42431761786601,7.94044665012407,0.1488833746898263,52.80397022332506,7.890818858560794,3.176178660049628,2.481389578163772,2015
Clark Atlanta University,46.0,City: Large,71.0,0.1,0.075,60.1,0.2249999999999999,0.0,0.425,0.0,38.175,0.8999999999999999,4000
