"unitid","institution name","year","EF2022A.Level of student","EF2022A.Grand total","EF2022A.Grand total men","EF2022A.Grand total women","EF2022A.American Indian or Alaska Native total","EF2022A.American Indian or Alaska Native men","EF2022A.American Indian or Alaska Native women","EF2022A.Asian total","EF2022A.Asian men","EF2022A.Asian women","EF2022A.Black or African American total","EF2022A.Black or African American men","EF2022A.Black or African American women","EF2022A.Hispanic total","EF2022A.Hispanic men","EF2022A.Hispanic women","EF2022A.Native Hawaiian or Other Pacific Islander total","EF2022A.Native Hawaiian or Other Pacific Islander men","EF2022A.Native Hawaiian or Other Pacific Islander women","EF2022A.White total","EF2022A.White men","EF2022A.White women","EF2022A.Two or more races total","EF2022A.Two or more races men","EF2022A.Two or more races women","EF2022A.Race/ethnicity unknown total","EF2022A.Race/ethnicity unknown men","EF2022A.Race/ethnicity unknown women","EF2022A.U.S. Nonresident total","EF2022A.U.S. Nonresident men","EF2022A.U.S. Nonresident women","EF2022A.Gender unknown","EF2022A.Another gender","EF2022A.Total of gender unknown and another gender","EF2022A.Total gender reported as one of the mutually exclusive binary categories (Men/Women)","IDX_EF"
"110635","University of California-Berkeley","2022","All students, Undergraduate, Other degree/certificate-seeking","25749","11734","14015","27","9","18","8866","4171","4695","554","204","350","5207","2147","3060","41","18","23","5267","2412","2855","1498","612","886","814","409","405","3475","1752","1723",,,,,"-2"
"110635","University of California-Berkeley","2022","All students, Undergraduate, Non-degree/certificate-seeking","4","1","3","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2",,,,,"-2"
"110635","University of California-Berkeley","2022","All students, Graduate","12828","6550","6278","28","11","17","2353","1127","1226","469","196","273","1311","602","709","16","8","8","3789","1858","1931","539","211","328","326","192","134","3997","2345","1652","229","142","371","12457","-2"
"110635","University of California-Berkeley","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","2706","1284","1422","5","2","3","729","346","383","69","30","39","620","279","341","9","3","6","620","299","321","148","68","80","57","25","32","449","232","217",,,,,"-2"
"110635","University of California-Berkeley","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","23043","10450","12593","22","7","15","8137","3825","4312","485","174","311","4587","1868","2719","32","15","17","4647","2113","2534","1350","544","806","757","384","373","3026","1520","1506",,,,,"-2"
"110635","University of California-Berkeley","2022","Full-time students total","41022","18628","22394","51","15","36","12470","5657","6813","987","363","624","7215","2862","4353","56","26","30","9291","4167","5124","2315","924","1391","1217","626","591","7420","3988","3432",,,,,"-2"
"110635","University of California-Berkeley","2022","Full-time students, Undergraduate total","30824","13636","17188","28","8","20","10906","4972","5934","606","215","391","6130","2402","3728","45","21","24","6214","2725","3489","1842","747","1095","983","498","485","4070","2048","2022",,,,,"-2"
"110635","University of California-Berkeley","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","30820","13635","17185","28","8","20","10904","4971","5933","606","215","391","6130","2402","3728","45","21","24","6214","2725","3489","1842","747","1095","983","498","485","4068","2048","2020",,,,,"-2"
"110635","University of California-Berkeley","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","6680","2681","3999","7","2","5","2504","1046","1458","115","46","69","1387","447","940","4","3","1","1307","504","803","444","177","267","227","118","109","685","338","347",,,,,"-2"
"110635","University of California-Berkeley","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","24140","10954","13186","21","6","15","8400","3925","4475","491","169","322","4743","1955","2788","41","18","23","4907","2221","2686","1398","570","828","756","380","376","3383","1710","1673",,,,,"-2"
"110635","University of California-Berkeley","2022","Full-time students, Undergraduate, Non-degree/certificate-seeking","4","1","3","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2",,,,,"-2"
"110635","University of California-Berkeley","2022","Full-time students, Graduate","10198","4992","5206","23","7","16","1564","685","879","381","148","233","1085","460","625","11","5","6","3077","1442","1635","473","177","296","234","128","106","3350","1940","1410",,,,,"-2"
"110635","University of California-Berkeley","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","2578","1214","1364","4","1","3","696","328","368","56","20","36","585","266","319","9","3","6","592","281","311","139","62","77","53","23","30","444","230","214",,,,,"-2"
"110635","University of California-Berkeley","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","21562","9740","11822","17","5","12","7704","3597","4107","435","149","286","4158","1689","2469","32","15","17","4315","1940","2375","1259","508","751","703","357","346","2939","1480","1459",,,,,"-2"
"110635","University of California-Berkeley","2022","Part-time students total","4285","2357","1928","12","7","5","1272","696","576","153","83","70","704","339","365","5","3","2","1078","609","469","170","80","90","151","93","58","740","447","293",,,,,"-2"
"110635","University of California-Berkeley","2022","Part-time students, Undergraduate total","1655","799","856","7","3","4","483","254","229","65","35","30","478","197","281","0","0","0","366","193","173","104","46","58","59","29","30","93","42","51",,,,,"-2"
"110635","University of California-Berkeley","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","1655","799","856","7","3","4","483","254","229","65","35","30","478","197","281","0","0","0","366","193","173","104","46","58","59","29","30","93","42","51",,,,,"-2"
"110635","University of California-Berkeley","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","46","19","27","1","0","1","17","8","9","2","0","2","14","5","9","0","0","0","6","2","4","4","4","0","1","0","1","1","0","1",,,,,"-2"
"110635","University of California-Berkeley","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","1609","780","829","6","3","3","466","246","220","63","35","28","464","192","272","0","0","0","360","191","169","100","42","58","58","29","29","92","42","50",,,,,"-2"
"110635","University of California-Berkeley","2022","Part-time students, Graduate","2630","1558","1072","5","4","1","789","442","347","88","48","40","226","142","84","5","3","2","712","416","296","66","34","32","92","64","28","647","405","242",,,,,"-2"
"110635","University of California-Berkeley","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","128","70","58","1","1","0","33","18","15","13","10","3","35","13","22","0","0","0","28","18","10","9","6","3","4","2","2","5","2","3",,,,,"-2"
"110635","University of California-Berkeley","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","1481","710","771","5","2","3","433","228","205","50","25","25","429","179","250","0","0","0","332","173","159","91","36","55","54","27","27","87","40","47",,,,,"-2"
"110653","University of California-Irvine","2022","All students total","35937","16257","19680","44","23","21","12232","5599","6633","801","290","511","8645","3082","5563","53","21","32","5549","2660","2889","1896","789","1107","612","268","344","6105","3525","2580","345","486","831","35106","-2"
"110653","University of California-Irvine","2022","All students, Undergraduate total","28662","12584","16078","37","20","17","10916","5006","5910","575","212","363","7596","2635","4961","41","17","24","3749","1753","1996","1609","679","930","392","160","232","3747","2102","1645","307","361","668","27994","-2"
"110653","University of California-Irvine","2022","All students, Undergraduate, Degree/certificate-seeking total","28651","12580","16071","37","20","17","10913","5005","5908","572","210","362","7592","2635","4957","41","17","24","3749","1753","1996","1608","678","930","392","160","232","3747","2102","1645",,,,,"-2"
"110653","University of California-Irvine","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","5664","2176","3488","10","5","5","2137","859","1278","125","38","87","1684","503","1181","5","1","4","597","256","341","419","147","272","95","41","54","592","326","266",,,,,"-2"
"110653","University of California-Irvine","2022","All students, Undergraduate, Other degree/certificate-seeking","22987","10404","12583","27","15","12","8776","4146","4630","447","172","275","5908","2132","3776","36","16","20","3152","1497","1655","1189","531","658","297","119","178","3155","1776","1379",,,,,"-2"
"110653","University of California-Irvine","2022","All students, Undergraduate, Non-degree/certificate-seeking","11","4","7","0","0","0","3","1","2","3","2","1","4","0","4","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",,,,,"-2"
"110653","University of California-Irvine","2022","All students, Graduate","7275","3673","3602","7","3","4","1316","593","723","226","78","148","1049","447","602","12","4","8","1800","907","893","287","110","177","220","108","112","2358","1423","935","38","125","163","7112","-2"
"110653","University of California-Irvine","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","2588","1291","1297","7","4","3","1022","548","474","32","19","13","603","247","356","4","2","2","530","250","280","140","70","70","22","7","15","228","144","84",,,,,"-2"
"110653","University of California-Irvine","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","20399","9113","11286","20","11","9","7754","3598","4156","415","153","262","5305","1885","3420","32","14","18","2622","1247","1375","1049","461","588","275","112","163","2927","1632","1295",,,,,"-2"
"110653","University of California-Irvine","2022","Full-time students total","34733","15653","19080","40","22","18","11806","5366","6440","772","280","492","8402","2980","5422","50","19","31","5295","2528","2767","1829","759","1070","574","252","322","5965","3447","2518",,,,,"-2"
"110653","University of California-Irvine","2022","Full-time students, Undergraduate total","27932","12213","15719","35","19","16","10627","4843","5784","562","207","355","7454","2575","4879","39","16","23","3623","1683","1940","1568","662","906","379","156","223","3645","2052","1593",,,,,"-2"
"110653","University of California-Irvine","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","27921","12209","15712","35","19","16","10624","4842","5782","559","205","354","7450","2575","4875","39","16","23","3623","1683","1940","1567","661","906","379","156","223","3645","2052","1593",,,,,"-2"
"110653","University of California-Irvine","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","5656","2174","3482","10","5","5","2136","859","1277","124","38","86","1681","502","1179","5","1","4","597","256","341","418","147","271","95","41","54","590","325","265",,,,,"-2"
"110653","University of California-Irvine","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","22265","10035","12230","25","14","11","8488","3983","4505","435","167","268","5769","2073","3696","34","15","19","3026","1427","1599","1149","514","635","284","115","169","3055","1727","1328",,,,,"-2"
"110653","University of California-Irvine","2022","Full-time students, Undergraduate, Non-degree/certificate-seeking","11","4","7","0","0","0","3","1","2","3","2","1","4","0","4","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",,,,,"-2"
"110653","University of California-Irvine","2022","Full-time students, Graduate","6801","3440","3361","5","3","2","1179","523","656","210","73","137","948","405","543","11","3","8","1672","845","827","261","97","164","195","96","99","2320","1395","925",,,,,"-2"
"110653","University of California-Irvine","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","2527","1261","1266","7","4","3","997","535","462","31","18","13","588","238","350","4","2","2","513","244","269","139","70","69","22","7","15","226","143","83",,,,,"-2"
"110653","University of California-Irvine","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","19738","8774","10964","18","10","8","7491","3448","4043","404","149","255","5181","1835","3346","30","13","17","2513","1183","1330","1010","444","566","262","108","154","2829","1584","1245",,,,,"-2"
"110653","University of California-Irvine","2022","Part-time students total","1204","604","600","4","1","3","426","233","193","29","10","19","243","102","141","3","2","1","254","132","122","67","30","37","38","16","22","140","78","62",,,,,"-2"
"110653","University of California-Irvine","2022","Part-time students, Undergraduate total","730","371","359","2","1","1","289","163","126","13","5","8","142","60","82","2","1","1","126","70","56","41","17","24","13","4","9","102","50","52",,,,,"-2"
"110653","University of California-Irvine","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","730","371","359","2","1","1","289","163","126","13","5","8","142","60","82","2","1","1","126","70","56","41","17","24","13","4","9","102","50","52",,,,,"-2"
"110653","University of California-Irvine","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","8","2","6","0","0","0","1","0","1","1","0","1","3","1","2","0","0","0","0","0","0","1","0","1","0","0","0","2","1","1",,,,,"-2"
"110653","University of California-Irvine","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","722","369","353","2","1","1","288","163","125","12","5","7","139","59","80","2","1","1","126","70","56","40","17","23","13","4","9","100","49","51",,,,,"-2"
"110653","University of California-Irvine","2022","Part-time students, Graduate","474","233","241","2","0","2","137","70","67","16","5","11","101","42","59","1","1","0","128","62","66","26","13","13","25","12","13","38","28","10",,,,,"-2"
"110653","University of California-Irvine","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","61","30","31","0","0","0","25","13","12","1","1","0","15","9","6","0","0","0","17","6","11","1","0","1","0","0","0","2","1","1",,,,,"-2"
"110653","University of California-Irvine","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","661","339","322","2","1","1","263","150","113","11","4","7","124","50","74","2","1","1","109","64","45","39","17","22","13","4","9","98","48","50",,,,,"-2"
"110662","University of California-Los Angeles","2022","All students total","46430","19869","26561","99","40","59","12164","5263","6901","1681","546","1135","9293","3232","6061","73","30","43","12338","5465","6873","2891","1101","1790","1321","587","734","6570","3605","2965","77","675","752","45678","-2"
"110662","University of California-Los Angeles","2022","All students, Undergraduate total","32423","12853","19570","60","26","34","9563","4029","5534","1082","302","780","7195","2388","4807","56","24","32","8341","3381","4960","2291","841","1450","982","442","540","2853","1420","1433","70","420","490","31933","-2"
"110662","University of California-Los Angeles","2022","All students, Undergraduate, Degree/certificate-seeking total","32423","12853","19570","60","26","34","9563","4029","5534","1082","302","780","7195","2388","4807","56","24","32","8341","3381","4960","2291","841","1450","982","442","540","2853","1420","1433",,,,,"-2"
"110662","University of California-Los Angeles","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","6462","2410","4052","11","2","9","1965","832","1133","266","62","204","1446","407","1039","12","4","8","1614","622","992","487","175","312","213","101","112","448","205","243",,,,,"-2"
"110662","University of California-Los Angeles","2022","All students, Undergraduate, Other degree/certificate-seeking","25961","10443","15518","49","24","25","7598","3197","4401","816","240","576","5749","1981","3768","44","20","24","6727","2759","3968","1804","666","1138","769","341","428","2405","1215","1190",,,,,"-2"
"110662","University of California-Los Angeles","2022","All students, Graduate","14007","7016","6991","39","14","25","2601","1234","1367","599","244","355","2098","844","1254","17","6","11","3997","2084","1913","600","260","340","339","145","194","3717","2185","1532","7","255","262","13745","-2"
"110662","University of California-Los Angeles","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","3687","1507","2180","10","4","6","956","386","570","98","38","60","941","363","578","3","3","0","1028","422","606","229","80","149","141","60","81","281","151","130",,,,,"-2"
"110662","University of California-Los Angeles","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","22274","8936","13338","39","20","19","6642","2811","3831","718","202","516","4808","1618","3190","41","17","24","5699","2337","3362","1575","586","989","628","281","347","2124","1064","1060",,,,,"-2"
"110662","University of California-Los Angeles","2022","Full-time students total","44390","18679","25711","98","40","58","11603","4929","6674","1622","516","1106","9021","3081","5940","67","27","40","11677","5039","6638","2794","1049","1745","1216","548","668","6292","3450","2842",,,,,"-2"
"110662","University of California-Los Angeles","2022","Full-time students, Undergraduate total","31763","12533","19230","60","26","34","9378","3923","5455","1062","295","767","7091","2342","4749","53","23","30","8141","3278","4863","2250","823","1427","908","422","486","2820","1401","1419",,,,,"-2"
"110662","University of California-Los Angeles","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","31763","12533","19230","60","26","34","9378","3923","5455","1062","295","767","7091","2342","4749","53","23","30","8141","3278","4863","2250","823","1427","908","422","486","2820","1401","1419",,,,,"-2"
"110662","University of California-Los Angeles","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","6450","2408","4042","11","2","9","1964","832","1132","266","62","204","1444","407","1037","12","4","8","1609","621","988","487","175","312","210","101","109","447","204","243",,,,,"-2"
"110662","University of California-Los Angeles","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","25313","10125","15188","49","24","25","7414","3091","4323","796","233","563","5647","1935","3712","41","19","22","6532","2657","3875","1763","648","1115","698","321","377","2373","1197","1176",,,,,"-2"
"110662","University of California-Los Angeles","2022","Full-time students, Graduate","12627","6146","6481","38","14","24","2225","1006","1219","560","221","339","1930","739","1191","14","4","10","3536","1761","1775","544","226","318","308","126","182","3472","2049","1423",,,,,"-2"
"110662","University of California-Los Angeles","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","3594","1482","2112","10","4","6","944","381","563","98","38","60","927","359","568","3","3","0","1013","419","594","225","78","147","94","49","45","280","151","129",,,,,"-2"
"110662","University of California-Los Angeles","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","21719","8643","13076","39","20","19","6470","2710","3760","698","195","503","4720","1576","3144","38","16","22","5519","2238","3281","1538","570","968","604","272","332","2093","1046","1047",,,,,"-2"
"110662","University of California-Los Angeles","2022","Part-time students total","2040","1190","850","1","0","1","561","334","227","59","30","29","272","151","121","6","3","3","661","426","235","97","52","45","105","39","66","278","155","123",,,,,"-2"
"110662","University of California-Los Angeles","2022","Part-time students, Undergraduate total","660","320","340","0","0","0","185","106","79","20","7","13","104","46","58","3","1","2","200","103","97","41","18","23","74","20","54","33","19","14",,,,,"-2"
"110662","University of California-Los Angeles","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","660","320","340","0","0","0","185","106","79","20","7","13","104","46","58","3","1","2","200","103","97","41","18","23","74","20","54","33","19","14",,,,,"-2"
"110662","University of California-Los Angeles","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","12","2","10","0","0","0","1","0","1","0","0","0","2","0","2","0","0","0","5","1","4","0","0","0","3","0","3","1","1","0",,,,,"-2"
"110662","University of California-Los Angeles","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","648","318","330","0","0","0","184","106","78","20","7","13","102","46","56","3","1","2","195","102","93","41","18","23","71","20","51","32","18","14",,,,,"-2"
"110662","University of California-Los Angeles","2022","Part-time students, Graduate","1380","870","510","1","0","1","376","228","148","39","23","16","168","105","63","3","2","1","461","323","138","56","34","22","31","19","12","245","136","109",,,,,"-2"
"110662","University of California-Los Angeles","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","93","25","68","0","0","0","12","5","7","0","0","0","14","4","10","0","0","0","15","3","12","4","2","2","47","11","36","1","0","1",,,,,"-2"
"110662","University of California-Los Angeles","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","555","293","262","0","0","0","172","101","71","20","7","13","88","42","46","3","1","2","180","99","81","37","16","21","24","9","15","31","18","13",,,,,"-2"
"110671","University of California-Riverside","2022","All students total","26809","13193","13616","36","18","18","8875","4691","4184","862","335","527","9566","3883","5683","53","24","29","3323","1824","1499","1214","638","576","388","192","196","2492","1588","904","406","596","1002","25807","-2"
"110671","University of California-Riverside","2022","All students, Undergraduate total","22911","11064","11847","17","9","8","8398","4425","3973","734","289","445","8915","3606","5309","43","19","24","2486","1372","1114","1092","574","518","302","151","151","924","619","305","381","485","866","22045","-2"
"110671","University of California-Riverside","2022","All students, Undergraduate, Degree/certificate-seeking total","22842","11037","11805","17","9","8","8391","4422","3969","732","287","445","8909","3602","5307","43","19","24","2482","1370","1112","1089","572","517","259","140","119","920","616","304",,,,,"-2"
"110671","University of California-Riverside","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","5573","2640","2933","0","0","0","2247","1124","1123","156","66","90","2012","793","1219","11","5","6","493","272","221","270","145","125","79","38","41","305","197","108",,,,,"-2"
"110671","University of California-Riverside","2022","All students, Undergraduate, Other degree/certificate-seeking","17269","8397","8872","17","9","8","6144","3298","2846","576","221","355","6897","2809","4088","32","14","18","1989","1098","891","819","427","392","180","102","78","615","419","196",,,,,"-2"
"110671","University of California-Riverside","2022","All students, Undergraduate, Non-degree/certificate-seeking","69","27","42","0","0","0","7","3","4","2","2","0","6","4","2","0","0","0","4","2","2","3","2","1","43","11","32","4","3","1",,,,,"-2"
"110671","University of California-Riverside","2022","All students, Graduate","3898","2129","1769","19","9","10","477","266","211","128","46","82","651","277","374","10","5","5","837","452","385","122","64","58","86","41","45","1568","969","599","25","111","136","3762","-2"
"110671","University of California-Riverside","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","1457","793","664","5","1","4","331","208","123","67","30","37","620","290","330","1","0","1","240","137","103","72","42","30","15","10","5","106","75","31",,,,,"-2"
"110671","University of California-Riverside","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","15812","7604","8208","12","8","4","5813","3090","2723","509","191","318","6277","2519","3758","31","14","17","1749","961","788","747","385","362","165","92","73","509","344","165",,,,,"-2"
"110671","University of California-Riverside","2022","Full-time students total","25556","12494","13062","33","16","17","8507","4451","4056","816","315","501","9181","3694","5487","50","22","28","3087","1682","1405","1150","604","546","322","172","150","2410","1538","872",,,,,"-2"
"110671","University of California-Riverside","2022","Full-time students, Undergraduate total","21969","10542","11427","15","8","7","8091","4228","3863","702","277","425","8586","3447","5139","40","17","23","2358","1287","1071","1039","544","495","244","135","109","894","599","295",,,,,"-2"
"110671","University of California-Riverside","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","21954","10531","11423","15","8","7","8090","4227","3863","700","275","425","8581","3444","5137","40","17","23","2356","1286","1070","1037","543","494","243","134","109","892","597","295",,,,,"-2"
"110671","University of California-Riverside","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","5522","2615","2907","0","0","0","2233","1118","1115","154","64","90","1989","784","1205","11","5","6","490","270","220","269","145","124","79","38","41","297","191","106",,,,,"-2"
"110671","University of California-Riverside","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","16432","7916","8516","15","8","7","5857","3109","2748","546","211","335","6592","2660","3932","29","12","17","1866","1016","850","768","398","370","164","96","68","595","406","189",,,,,"-2"
"110671","University of California-Riverside","2022","Full-time students, Undergraduate, Non-degree/certificate-seeking","15","11","4","0","0","0","1","1","0","2","2","0","5","3","2","0","0","0","2","1","1","2","1","1","1","1","0","2","2","0",,,,,"-2"
"110671","University of California-Riverside","2022","Full-time students, Graduate","3587","1952","1635","18","8","10","416","223","193","114","38","76","595","247","348","10","5","5","729","395","334","111","60","51","78","37","41","1516","939","577",,,,,"-2"
"110671","University of California-Riverside","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","1411","768","643","5","1","4","317","201","116","65","29","36","602","283","319","1","0","1","235","132","103","70","41","29","15","10","5","101","71","30",,,,,"-2"
"110671","University of California-Riverside","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","15021","7148","7873","10","7","3","5540","2908","2632","481","182","299","5990","2377","3613","28","12","16","1631","884","747","698","357","341","149","86","63","494","335","159",,,,,"-2"
"110671","University of California-Riverside","2022","Part-time students total","1253","699","554","3","2","1","368","240","128","46","20","26","385","189","196","3","2","1","236","142","94","64","34","30","66","20","46","82","50","32",,,,,"-2"
"110671","University of California-Riverside","2022","Part-time students, Undergraduate total","942","522","420","2","1","1","307","197","110","32","12","20","329","159","170","3","2","1","128","85","43","53","30","23","58","16","42","30","20","10",,,,,"-2"
"110671","University of California-Riverside","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","888","506","382","2","1","1","301","195","106","32","12","20","328","158","170","3","2","1","126","84","42","52","29","23","16","6","10","28","19","9",,,,,"-2"
"110671","University of California-Riverside","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","51","25","26","0","0","0","14","6","8","2","2","0","23","9","14","0","0","0","3","2","1","1","0","1","0","0","0","8","6","2",,,,,"-2"
"110671","University of California-Riverside","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","837","481","356","2","1","1","287","189","98","30","10","20","305","149","156","3","2","1","123","82","41","51","29","22","16","6","10","20","13","7",,,,,"-2"
"110671","University of California-Riverside","2022","Part-time students, Undergraduate, Non-degree/certificate-seeking","54","16","38","0","0","0","6","2","4","0","0","0","1","1","0","0","0","0","2","1","1","1","1","0","42","10","32","2","1","1",,,,,"-2"
"110671","University of California-Riverside","2022","Part-time students, Graduate","311","177","134","1","1","0","61","43","18","14","8","6","56","30","26","0","0","0","108","57","51","11","4","7","8","4","4","52","30","22",,,,,"-2"
"110671","University of California-Riverside","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","46","25","21","0","0","0","14","7","7","2","1","1","18","7","11","0","0","0","5","5","0","2","1","1","0","0","0","5","4","1",,,,,"-2"
"110671","University of California-Riverside","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","791","456","335","2","1","1","273","182","91","28","9","19","287","142","145","3","2","1","118","77","41","49","28","21","16","6","10","15","9","6",,,,,"-2"
"110705","University of California-Santa Barbara","2022","All students total","26420","11905","14515","40","16","24","4715","2374","2341","543","190","353","6231","2308","3923","27","14","13","8418","3660","4758","2055","844","1211","633","311","322","3758","2188","1570","484","220","704","25716","-2"
"110705","University of California-Santa Barbara","2022","All students, Undergraduate total","23459","10360","13099","26","11","15","4368","2201","2167","437","150","287","5885","2152","3733","23","11","12","7311","3117","4194","2030","834","1196","598","288","310","2781","1596","1185","404","206","610","22849","-2"
"110705","University of California-Santa Barbara","2022","All students, Undergraduate, Degree/certificate-seeking total","23419","10348","13071","26","11","15","4368","2201","2167","437","150","287","5885","2152","3733","23","11","12","7311","3117","4194","2030","834","1196","598","288","310","2741","1584","1157",,,,,"-2"
"110705","University of California-Santa Barbara","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","4966","2089","2877","8","4","4","1094","559","535","107","29","78","1284","394","890","3","3","0","1300","537","763","427","157","270","127","50","77","616","356","260",,,,,"-2"
"110705","University of California-Santa Barbara","2022","All students, Undergraduate, Other degree/certificate-seeking","18453","8259","10194","18","7","11","3274","1642","1632","330","121","209","4601","1758","2843","20","8","12","6011","2580","3431","1603","677","926","471","238","233","2125","1228","897",,,,,"-2"
"110705","University of California-Santa Barbara","2022","All students, Undergraduate, Non-degree/certificate-seeking","40","12","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","12","28",,,,,"-2"
"110705","University of California-Santa Barbara","2022","All students, Graduate","2961","1545","1416","14","5","9","347","173","174","106","40","66","346","156","190","4","3","1","1107","543","564","25","10","15","35","23","12","977","592","385","80","14","94","2867","-2"
"110705","University of California-Santa Barbara","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","2097","1078","1019","2","1","1","247","130","117","45","17","28","560","266","294","2","0","2","803","421","382","198","96","102","38","20","18","202","127","75",,,,,"-2"
"110705","University of California-Santa Barbara","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","16356","7181","9175","16","6","10","3027","1512","1515","285","104","181","4041","1492","2549","18","8","10","5208","2159","3049","1405","581","824","433","218","215","1923","1101","822",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Full-time students total","25514","11434","14080","36","13","23","4563","2286","2277","518","181","337","6095","2239","3856","25","12","13","8107","3491","4616","1999","818","1181","614","300","314","3557","2094","1463",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Full-time students, Undergraduate total","22793","10006","12787","24","9","15","4245","2128","2117","424","145","279","5780","2094","3686","22","10","12","7071","2984","4087","1976","808","1168","581","279","302","2670","1549","1121",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","22793","10006","12787","24","9","15","4245","2128","2117","424","145","279","5780","2094","3686","22","10","12","7071","2984","4087","1976","808","1168","581","279","302","2670","1549","1121",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","4944","2079","2865","8","4","4","1090","556","534","107","29","78","1274","390","884","3","3","0","1294","534","760","425","157","268","127","50","77","616","356","260",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","17849","7927","9922","16","5","11","3155","1572","1583","317","116","201","4506","1704","2802","19","7","12","5777","2450","3327","1551","651","900","454","229","225","2054","1193","861",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Full-time students, Graduate","2721","1428","1293","12","4","8","318","158","160","94","36","58","315","145","170","3","2","1","1036","507","529","23","10","13","33","21","12","887","545","342",,,,,"-2"
